"exposureId","exposureName","outcomeId","outcomeName"
949279,"Carboxymethylcellulose",1,"Hepatic failure"
42873638,"carfilzomib",1,"Hepatic failure"
35603277,"cariprazine",1,"Hepatic failure"
749910,"Carisoprodol",1,"Hepatic failure"
1346823,"carvedilol",1,"Hepatic failure"
1718054,"Caspofungin",1,"Hepatic failure"
950933,"Castor Oil",1,"Hepatic failure"
1768849,"Cefaclor",1,"Hepatic failure"
1769535,"Cefadroxil",1,"Hepatic failure"
1771162,"Cefazolin",1,"Hepatic failure"
1796458,"cefdinir",1,"Hepatic failure"
1747005,"cefditoren",1,"Hepatic failure"
1748975,"cefepime",1,"Hepatic failure"
1796435,"Cefixime",1,"Hepatic failure"
40798704,"Cefmenoxime",1,"Hepatic failure"
19072255,"Cefmetazole",1,"Hepatic failure"
1773402,"Cefoperazone",1,"Hepatic failure"
1774470,"Cefotaxime",1,"Hepatic failure"
19051271,"Cefotiam",1,"Hepatic failure"
1775741,"Cefoxitin",1,"Hepatic failure"
1749008,"cefpodoxime",1,"Hepatic failure"
1738366,"cefprozil",1,"Hepatic failure"
1776684,"Ceftazidime",1,"Hepatic failure"
1749083,"ceftibuten",1,"Hepatic failure"
1777806,"Ceftriaxone",1,"Hepatic failure"
1778162,"Cefuroxime",1,"Hepatic failure"
1118084,"celecoxib",1,"Hepatic failure"
1786621,"Cephalexin",1,"Hepatic failure"
1149196,"Cetirizine",1,"Hepatic failure"
954819,"cevimeline",1,"Hepatic failure"
990069,"Chloramphenicol",1,"Hepatic failure"
990678,"Chlordiazepoxide",1,"Hepatic failure"
1790812,"Chlorhexidine",1,"Hepatic failure"
19049410,"chloroprocaine",1,"Hepatic failure"
1792515,"Chloroquine",1,"Hepatic failure"
992590,"Chlorothiazide",1,"Hepatic failure"
949459,"chloroxylenol",1,"Hepatic failure"
794852,"Chlorpromazine",1,"Hepatic failure"
1395058,"Chlorthalidone",1,"Hepatic failure"
19095164,"Cholecalciferol",1,"Hepatic failure"
1195334,"Choline",1,"Hepatic failure"
1395573,"Chondroitin Sulfates",1,"Hepatic failure"
902938,"ciclesonide",1,"Hepatic failure"
950098,"ciclopirox",1,"Hepatic failure"
1797258,"Cilastatin",1,"Hepatic failure"
997276,"Cimetidine",1,"Hepatic failure"
1548111,"cinacalcet",1,"Hepatic failure"
1797513,"Ciprofloxacin",1,"Hepatic failure"
1397599,"Cisplatin",1,"Hepatic failure"
950435,"Citric Acid",1,"Hepatic failure"
42903433,"citric acid acetate",1,"Hepatic failure"
1750500,"Clarithromycin",1,"Hepatic failure"
1759842,"Clavulanate",1,"Hepatic failure"
1197677,"Clemastine",1,"Hepatic failure"
950792,"clidinium",1,"Hepatic failure"
997881,"Clindamycin",1,"Hepatic failure"
19050832,"clobazam",1,"Hepatic failure"
998415,"Clobetasol",1,"Hepatic failure"
19005129,"Clobetasone",1,"Hepatic failure"
950882,"clocortolone",1,"Hepatic failure"
1598819,"Clomiphene",1,"Hepatic failure"
798834,"Clomipramine",1,"Hepatic failure"
798874,"Clonazepam",1,"Hepatic failure"
1398937,"Clonidine",1,"Hepatic failure"
1322184,"clopidogrel",1,"Hepatic failure"
790253,"clorazepate",1,"Hepatic failure"
19068821,"clotiazepam",1,"Hepatic failure"
1000632,"Clotrimazole",1,"Hepatic failure"
800878,"Clozapine",1,"Hepatic failure"
1201620,"Codeine",1,"Hepatic failure"
1101554,"Colchicine",1,"Hepatic failure"
1518148,"colesevelam",1,"Hepatic failure"
1501617,"Colestipol",1,"Hepatic failure"
901845,"Colistin",1,"Hepatic failure"
19057346,"Copper Sulfate",1,"Hepatic failure"
1152631,"Cromolyn",1,"Hepatic failure"
969276,"crotamiton",1,"Hepatic failure"
778711,"cyclobenzaprine",1,"Hepatic failure"
910232,"Cyclopentolate",1,"Hepatic failure"
1310317,"Cyclophosphamide",1,"Hepatic failure"
19010482,"Cyclosporine",1,"Hepatic failure"
1110727,"Cyproheptadine",1,"Hepatic failure"
19010955,"Cysteine",1,"Hepatic failure"
1311078,"Cytarabine",1,"Hepatic failure"
1311409,"Dacarbazine",1,"Hepatic failure"
46221696,"daclatasvir",1,"Hepatic failure"
1511449,"Danazol",1,"Hepatic failure"
711714,"Dantrolene",1,"Hepatic failure"
44785829,"dapagliflozin",1,"Hepatic failure"
1711759,"Dapsone",1,"Hepatic failure"
1786617,"Daptomycin",1,"Hepatic failure"
916230,"darifenacin",1,"Hepatic failure"
45892558,"dasabuvir",1,"Hepatic failure"
1358436,"dasatinib",1,"Hepatic failure"
1786055,"deferasirox",1,"Hepatic failure"
1711947,"Deferoxamine",1,"Hepatic failure"
19058410,"degarelix",1,"Hepatic failure"
1714527,"Demeclocycline",1,"Hepatic failure"
19016063,"Dequalinium",1,"Hepatic failure"
19002770,"desflurane",1,"Hepatic failure"
716968,"Desipramine",1,"Hepatic failure"
1103006,"desloratadine",1,"Hepatic failure"
1517070,"desmopressin",1,"Hepatic failure"
1588000,"Desogestrel",1,"Hepatic failure"
917205,"Desonide",1,"Hepatic failure"
917336,"Desoximetasone",1,"Hepatic failure"
717607,"Desvenlafaxine",1,"Hepatic failure"
1518254,"Dexamethasone",1,"Hepatic failure"
1188052,"dexbrompheniramine",1,"Hepatic failure"
1188114,"dexchlorpheniramine",1,"Hepatic failure"
19039926,"dexlansoprazole",1,"Hepatic failure"
19061088,"Dexmedetomidine",1,"Hepatic failure"
731533,"dexmethylphenidate",1,"Hepatic failure"
988294,"dexpanthenol",1,"Hepatic failure"
719311,"Dextroamphetamine",1,"Hepatic failure"
1119510,"Dextromethorphan",1,"Hepatic failure"
45775324,"diatrizoic acid",1,"Hepatic failure"
723013,"Diazepam",1,"Hepatic failure"
19023508,"Dibekacin",1,"Hepatic failure"
923840,"Dibucaine",1,"Hepatic failure"
1189490,"dichloralphenazone",1,"Hepatic failure"
1124300,"Diclofenac",1,"Hepatic failure"
1724666,"Dicloxacillin",1,"Hepatic failure"
924724,"Dicyclomine",1,"Hepatic failure"
1724869,"Didanosine",1,"Hepatic failure"
960988,"Diflorasone",1,"Hepatic failure"
19026096,"Diflucortolone",1,"Hepatic failure"
1126128,"Diflunisal",1,"Hepatic failure"
19089579,"difluprednate",1,"Hepatic failure"
1326303,"Digoxin",1,"Hepatic failure"
1189596,"dihydrocodeine",1,"Hepatic failure"
1126557,"Dihydroergotamine",1,"Hepatic failure"
1328165,"Diltiazem",1,"Hepatic failure"
916662,"dimethicone",1,"Hepatic failure"
928980,"Dimethyl Sulfoxide",1,"Hepatic failure"
1129625,"Diphenhydramine",1,"Hepatic failure"
930916,"Diphenoxylate",1,"Hepatic failure"
1331270,"Dipyridamole",1,"Hepatic failure"
1335606,"Disopyramide",1,"Hepatic failure"
735850,"Disulfiram",1,"Hepatic failure"
1337720,"Dobutamine",1,"Hepatic failure"
1315942,"docetaxel",1,"Hepatic failure"
19016670,"Docosahexaenoate",1,"Hepatic failure"
941258,"Docusate",1,"Hepatic failure"
1362979,"dofetilide",1,"Hepatic failure"
903459,"Dolasetron",1,"Hepatic failure"
715997,"donepezil",1,"Hepatic failure"
1337860,"Dopamine",1,"Hepatic failure"
981709,"dorzolamide",1,"Hepatic failure"
1363053,"Doxazosin",1,"Hepatic failure"
738156,"Doxepin",1,"Hepatic failure"
1512446,"Doxercalciferol",1,"Hepatic failure"
1738521,"Doxycycline",1,"Hepatic failure"
1037005,"dronabinol",1,"Hepatic failure"
40163615,"dronedarone",1,"Hepatic failure"
1512674,"drospirenone",1,"Hepatic failure"
715259,"duloxetine",1,"Hepatic failure"
989482,"Dutasteride",1,"Hepatic failure"
1140088,"Dyphylline",1,"Hepatic failure"
19092433,"ebastine",1,"Hepatic failure"
45892847,"edoxaban",1,"Hepatic failure"
1738135,"efavirenz",1,"Hepatic failure"
45775080,"efinaconazole",1,"Hepatic failure"
19087063,"Eicosapentaenoate",1,"Hepatic failure"
35606465,"elbasvir",1,"Hepatic failure"
1189697,"eletriptan",1,"Hepatic failure"
19012346,"eltrombopag",1,"Hepatic failure"
46234135,"eluxadoline",1,"Hepatic failure"
42874212,"elvitegravir",1,"Hepatic failure"
45774751,"empagliflozin",1,"Hepatic failure"
1341927,"Enalapril",1,"Hepatic failure"
1301025,"Enoxaparin",1,"Hepatic failure"
782211,"entacapone",1,"Hepatic failure"
1711246,"entecavir",1,"Hepatic failure"
42900250,"enzalutamide",1,"Hepatic failure"
1143374,"Ephedrine",1,"Hepatic failure"
943634,"epinastine",1,"Hepatic failure"
1343916,"Epinephrine",1,"Hepatic failure"
1344354,"Epirubicin",1,"Hepatic failure"
1309799,"eplerenone",1,"Hepatic failure"
1354118,"Epoprostenol",1,"Hepatic failure"
19095266,"eprazinone",1,"Hepatic failure"
1346686,"eprosartan",1,"Hepatic failure"
1322199,"eptifibatide",1,"Hepatic failure"
19045045,"Ergocalciferol",1,"Hepatic failure"
1145379,"Ergotamine",1,"Hepatic failure"
40230712,"eribulin",1,"Hepatic failure"
1325363,"erlotinib",1,"Hepatic failure"
1717963,"ertapenem",1,"Hepatic failure"
1746940,"Erythromycin",1,"Hepatic failure"
904453,"Esomeprazole",1,"Hepatic failure"
748010,"Estazolam",1,"Hepatic failure"
19049038,"Estriol",1,"Hepatic failure"
1525278,"estropipate",1,"Hepatic failure"
757352,"Eszopiclone",1,"Hepatic failure"
987406,"Ethacrynate",1,"Hepatic failure"
1749301,"Ethambutol",1,"Hepatic failure"
955372,"Ethanol",1,"Hepatic failure"
950316,"Ethyl Chloride",1,"Hepatic failure"
19095467,"ethyl loflazepate",1,"Hepatic failure"
1595461,"ethynodiol",1,"Hepatic failure"
1195492,"Etodolac",1,"Hepatic failure"
1519936,"Etonogestrel",1,"Hepatic failure"
1350504,"Etoposide",1,"Hepatic failure"
19011440,"everolimus",1,"Hepatic failure"
1398399,"exemestane",1,"Hepatic failure"
1583722,"exenatide",1,"Hepatic failure"
1526475,"ezetimibe",1,"Hepatic failure"
1703603,"famciclovir",1,"Hepatic failure"
953076,"Famotidine",1,"Hepatic failure"
19017742,"febuxostat",1,"Hepatic failure"
19100761,"Felbinac",1,"Hepatic failure"
1353776,"Felodipine",1,"Hepatic failure"
1551803,"Fenofibrate",1,"Hepatic failure"
1153928,"Fenoprofen",1,"Hepatic failure"
43560392,"ferric carboxymaltose",1,"Hepatic failure"
45776202,"ferric citrate",1,"Hepatic failure"
1595799,"Ferrous fumarate",1,"Hepatic failure"
1396012,"ferrous gluconate",1,"Hepatic failure"
1396131,"ferrous sulfate",1,"Hepatic failure"
19027958,"fesoterodine",1,"Hepatic failure"
1153428,"fexofenadine",1,"Hepatic failure"
40239985,"fidaxomicin",1,"Hepatic failure"
996416,"Finasteride",1,"Hepatic failure"
42903868,"Flavin-Adenine Dinucleotide",1,"Hepatic failure"
954853,"Flavoxate",1,"Hepatic failure"
1354860,"Flecainide",1,"Hepatic failure"
1754994,"Fluconazole",1,"Hepatic failure"
1395557,"fludarabine",1,"Hepatic failure"
1555120,"Fludrocortisone",1,"Hepatic failure"
19055153,"Flumazenil",1,"Hepatic failure"
1196514,"flunisolide",1,"Hepatic failure"
19055224,"Flunitrazepam",1,"Hepatic failure"
996541,"fluocinolone",1,"Hepatic failure"
955252,"Fluocinonide",1,"Hepatic failure"
996625,"Fluorescein",1,"Hepatic failure"
955583,"Fluorometholone",1,"Hepatic failure"
955632,"Fluorouracil",1,"Hepatic failure"
755695,"Fluoxetine",1,"Hepatic failure"
756018,"Fluphenazine",1,"Hepatic failure"
956266,"Flurandrenolide",1,"Hepatic failure"
756349,"Flurazepam",1,"Hepatic failure"
1156378,"Flurbiprofen",1,"Hepatic failure"
1149380,"fluticasone",1,"Hepatic failure"
1549686,"fluvastatin",1,"Hepatic failure"
751412,"Fluvoxamine",1,"Hepatic failure"
19111620,"Folic Acid",1,"Hepatic failure"
1315865,"fondaparinux",1,"Hepatic failure"
1196677,"formoterol",1,"Hepatic failure"
1736829,"fosamprenavir",1,"Hepatic failure"
35605594,"fosaprepitant",1,"Hepatic failure"
956653,"Fosfomycin",1,"Hepatic failure"
1363749,"Fosinopril",1,"Hepatic failure"
713192,"fosphenytoin",1,"Hepatic failure"
1189458,"frovatriptan",1,"Hepatic failure"
956691,"Fructose",1,"Hepatic failure"
1304044,"fulvestrant",1,"Hepatic failure"
956874,"Furosemide",1,"Hepatic failure"
797399,"gabapentin",1,"Hepatic failure"
19048493,"gadobutrol",1,"Hepatic failure"
19097463,"gadoteridol",1,"Hepatic failure"
19031583,"gadoxetate",1,"Hepatic failure"
1757803,"Ganciclovir",1,"Hepatic failure"
1789276,"gatifloxacin",1,"Hepatic failure"
1314924,"gemcitabine",1,"Hepatic failure"
1558242,"Gemfibrozil",1,"Hepatic failure"
1716721,"gemifloxacin",1,"Hepatic failure"
45892419,"Gentamicin",1,"Hepatic failure"
43012210,"geranylgeranylacetone",1,"Hepatic failure"
36878778,"Gimeracil",1,"Hepatic failure"
751889,"Glatiramer",1,"Hepatic failure"
793843,"glecaprevir",1,"Hepatic failure"
1597756,"glimepiride",1,"Hepatic failure"
1560171,"Glipizide",1,"Hepatic failure"
19126511,"gluconate",1,"Hepatic failure"
1560524,"Glucose",1,"Hepatic failure"
911486,"Glutamate",1,"Hepatic failure"
19061083,"Glutathione",1,"Hepatic failure"
1559684,"Glyburide",1,"Hepatic failure"
961145,"Glycerin",1,"Hepatic failure"
962398,"Glycine",1,"Hepatic failure"
45775571,"glycopyrronium",1,"Hepatic failure"
1366310,"Goserelin",1,"Hepatic failure"
1000772,"Granisetron",1,"Hepatic failure"
35606467,"grazoprevir",1,"Hepatic failure"
1763779,"Griseofulvin",1,"Hepatic failure"
1189220,"guaiacolsulfonate",1,"Hepatic failure"
1163944,"Guaifenesin",1,"Hepatic failure"
1344965,"Guanfacine",1,"Hepatic failure"
966468,"Halcinonide",1,"Hepatic failure"
949759,"halobetasol",1,"Hepatic failure"
1367571,"heparin",1,"Hepatic failure"
19077117,"Hetastarch",1,"Hepatic failure"
1768734,"Hexachlorophene",1,"Hepatic failure"
19069149,"Histidine",1,"Hepatic failure"
1101703,"homatropine",1,"Hepatic failure"
1373928,"Hydralazine",1,"Hepatic failure"
974166,"Hydrochlorothiazide",1,"Hepatic failure"
1174888,"Hydrocodone",1,"Hepatic failure"
975125,"Hydrocortisone",1,"Hepatic failure"
976778,"hydroquinone",1,"Hepatic failure"
1377023,"Hydroxocobalamin",1,"Hepatic failure"
1777087,"Hydroxychloroquine",1,"Hepatic failure"
1377141,"hydroxyurea",1,"Hepatic failure"
777221,"Hydroxyzine",1,"Hepatic failure"
705219,"HYLAN G-F 20",1,"Hepatic failure"
923672,"Hyoscyamine",1,"Hepatic failure"
902251,"hypromellose",1,"Hepatic failure"
1512480,"Ibandronate",1,"Hepatic failure"
1177480,"Ibuprofen",1,"Hepatic failure"
42874246,"icosapent ethyl",1,"Hepatic failure"
19078187,"Ifosfamide",1,"Hepatic failure"
19017241,"iloperidone",1,"Hepatic failure"
1304107,"imatinib",1,"Hepatic failure"
1778262,"Imipenem",1,"Hepatic failure"
778268,"Imipramine",1,"Hepatic failure"
981691,"imiquimod",1,"Hepatic failure"
978555,"Indapamide",1,"Hepatic failure"
19078612,"Indocyanine Green",1,"Hepatic failure"
1178663,"Indomethacin",1,"Hepatic failure"
42709320,"ingenol mebutate",1,"Hepatic failure"
1380068,"Interferon Alfa-2b",1,"Hepatic failure"
928006,"Iodoquinol",1,"Hepatic failure"
19080985,"Iohexol",1,"Hepatic failure"
36878931,"Iomeprol",1,"Hepatic failure"
19081224,"Iopamidol",1,"Hepatic failure"
19003206,"iopromide",1,"Hepatic failure"
19069131,"ioversol",1,"Hepatic failure"
1112921,"Ipratropium",1,"Hepatic failure"
1347384,"irbesartan",1,"Hepatic failure"
1367268,"irinotecan",1,"Hepatic failure"
1395773,"iron sucrose",1,"Hepatic failure"
19082306,"Isoleucine",1,"Hepatic failure"
1103518,"isometheptene",1,"Hepatic failure"
1782521,"isoniazid",1,"Hepatic failure"
19028106,"Isopropyl Alcohol",1,"Hepatic failure"
1383815,"Isosorbide",1,"Hepatic failure"
1383925,"Isosorbide Dinitrate",1,"Hepatic failure"
984232,"Isotretinoin",1,"Hepatic failure"
1326012,"Isradipine",1,"Hepatic failure"
46234437,"ivabradine",1,"Hepatic failure"
1784444,"Ivermectin",1,"Hepatic failure"
19025348,"ixabepilone",1,"Hepatic failure"
1784749,"Kanamycin",1,"Hepatic failure"
785649,"Ketamine",1,"Hepatic failure"
1185922,"Ketoprofen",1,"Hepatic failure"
1136980,"Ketorolac",1,"Hepatic failure"
986117,"Ketotifen",1,"Hepatic failure"
1386957,"Labetalol",1,"Hepatic failure"
19087394,"lacosamide",1,"Hepatic failure"
19011035,"Lactate",1,"Hepatic failure"
987245,"Lactulose",1,"Hepatic failure"
1704183,"Lamivudine",1,"Hepatic failure"
705103,"lamotrigine",1,"Hepatic failure"
1503501,"lanreotide",1,"Hepatic failure"
929887,"lansoprazole",1,"Hepatic failure"
990028,"lanthanum carbonate",1,"Hepatic failure"
1359548,"lapatinib",1,"Hepatic failure"
954688,"latanoprost",1,"Hepatic failure"
45775020,"ledipasvir",1,"Hepatic failure"
1101898,"leflunomide",1,"Hepatic failure"
19026972,"lenalidomide",1,"Hepatic failure"
1315946,"letrozole",1,"Hepatic failure"
19088571,"Leucine",1,"Hepatic failure"
1388796,"Leucovorin",1,"Hepatic failure"
1351541,"Leuprolide",1,"Hepatic failure"
1192218,"Levalbuterol",1,"Hepatic failure"
711584,"Levetiracetam",1,"Hepatic failure"
932815,"Levobunolol",1,"Hepatic failure"
19098741,"Levobupivacaine",1,"Hepatic failure"
1553610,"Levocarnitine",1,"Hepatic failure"
1136422,"levocetirizine",1,"Hepatic failure"
789578,"Levodopa",1,"Hepatic failure"
40168303,"levoleucovorin",1,"Hepatic failure"
45775208,"levomefolate",1,"Hepatic failure"
43560354,"levomilnacipran",1,"Hepatic failure"
1589505,"Levonorgestrel",1,"Hepatic failure"
1501700,"levothyroxine",1,"Hepatic failure"
989878,"Lidocaine",1,"Hepatic failure"
40220740,"lifitegrast",1,"Hepatic failure"
42900505,"linaclotide",1,"Hepatic failure"
40239216,"Linagliptin",1,"Hepatic failure"
916751,"Lindane",1,"Hepatic failure"
1736887,"linezolid",1,"Hepatic failure"
1505346,"liothyronine",1,"Hepatic failure"
990760,"Lipase",1,"Hepatic failure"
40170911,"liraglutide",1,"Hepatic failure"
709567,"Lisdexamfetamine",1,"Hepatic failure"
1308216,"Lisinopril",1,"Hepatic failure"
751246,"Lithium Carbonate",1,"Hepatic failure"
1738170,"lopinavir",1,"Hepatic failure"
791967,"Lorazepam",1,"Hepatic failure"
19049709,"lornoxicam",1,"Hepatic failure"
1367500,"Losartan",1,"Hepatic failure"
967562,"loteprednol etabonate",1,"Hepatic failure"
1592085,"Lovastatin",1,"Hepatic failure"
792263,"Loxapine",1,"Hepatic failure"
19071936,"loxoprofen",1,"Hepatic failure"
987366,"lubiprostone",1,"Hepatic failure"
44507693,"luliconazole",1,"Hepatic failure"
40230761,"lurasidone",1,"Hepatic failure"
19092377,"Lysine",1,"Hepatic failure"
19013986,"magnesium acetate",1,"Hepatic failure"
908464,"magnesium carbonate",1,"Hepatic failure"
19092849,"Magnesium Chloride",1,"Hepatic failure"
967861,"magnesium citrate",1,"Hepatic failure"
992956,"Magnesium Hydroxide",1,"Hepatic failure"
993631,"Magnesium Oxide",1,"Hepatic failure"
1168079,"Magnesium Salicylate",1,"Hepatic failure"
19093848,"Magnesium Sulfate",1,"Hepatic failure"
993979,"Malathion",1,"Hepatic failure"
42903608,"manganese phosphate",1,"Hepatic failure"
19008897,"manganese sulfate",1,"Hepatic failure"
994058,"Mannitol",1,"Hepatic failure"
994341,"Meclizine",1,"Hepatic failure"
19009025,"mecobalamin",1,"Hepatic failure"
1500211,"Medroxyprogesterone",1,"Hepatic failure"
19000498,"Mefloquine",1,"Hepatic failure"
1300978,"Megestrol",1,"Hepatic failure"
1301152,"Melatonin",1,"Hepatic failure"
1150345,"meloxicam",1,"Hepatic failure"
1301267,"Melphalan",1,"Hepatic failure"
701322,"Memantine",1,"Hepatic failure"
19072027,"menatetrenone",1,"Hepatic failure"
901656,"Menthol",1,"Hepatic failure"
1102527,"Meperidine",1,"Hepatic failure"
702774,"Mepivacaine",1,"Hepatic failure"
